证券代码,证券简称,实际控制人名称,实际控制人属性,公司中文名称,注册地址,省份,流通市值,统一社会信用代码
300570.SZ,太辰光,"蔡波,蔡乐,黄伟新,姜丽娟,林升德,肖湘杰,张艺明,张映华,张致民,郑余滨",个人,深圳太辰光通信股份有限公司,广东省深圳市坪山区坑梓街道秀新社区锦绣中路8号太辰光通信科技园,广东省,"3,367,153,152.0000",91440300724721938J
002528.SZ,英飞拓,深圳市投资控股有限公司,地方国有企业,深圳英飞拓科技股份有限公司,广东省深圳市龙华新区观澜高新技术产业园英飞拓厂房,广东省,"4,363,177,298.4800",914403007230430398
835185.BJ,贝特瑞,,,贝特瑞新材料集团股份有限公司,"广东省深圳市光明新区公明办事处西田社区高新技术工业园第1,2,3,4,5,6栋,7栋A,7栋B,8栋",广东省,"48,664,815,399.0000",914403007230429091
002138.SZ,顺络电子,,,深圳顺络电子股份有限公司,广东省深圳市龙华区观澜街道大富苑工业区顺络观澜工业园,广东省,"20,367,601,622.0400",914403007230315567
300938.SZ,信测标准,"高磊,吕保忠,吕杰中",个人,深圳信测标准技术服务股份有限公司,广东省深圳市南山区马家龙工业区69栋,广东省,"2,675,247,816.0000",914403007230301820
688793.SH,倍轻松,马学军,个人,深圳市倍轻松科技股份有限公司,广东省深圳市福田区华强北街道深南中路2018号兴华大厦东栋十层整层1071室,广东省,"3,437,046,400.0000",9144030072302468X5
300888.SZ,稳健医疗,李建全,个人,稳健医疗用品股份有限公司,"广东省深圳市龙华新区布龙路660号稳健工业园,广东省深圳市龙华区民治街道北站社区汇隆商务中心2号楼42层",广东省,"29,543,122,175.1600",91440300723009295R
300311.SZ,任子行,景晓军,个人,任子行网络技术股份有限公司,广东省深圳市南山区高新区科技中2路软件园2栋6楼,广东省,"6,743,037,801.5000",91440300723005104T
002303.SZ,美盈森,王海鹏,个人,美盈森集团股份有限公司,广东省深圳市光明区新陂头村美盈森厂区A栋,广东省,"5,206,500,529.0000",91440300723000100A
300556.SZ,丝路视觉,李萌迪,个人,丝路视觉科技股份有限公司,广东省深圳市福田区福强路3030号文化体育产业总部大厦17楼,广东省,"2,822,069,325.0000",914403007152851426
300077.SZ,国民技术,,,国民技术股份有限公司,广东省深圳市南山区西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省,"11,782,160,320.0000",914403007152844811
601330.SH,绿色动力,北京市国有资产经营有限责任公司,地方国有企业,绿色动力环保集团股份有限公司,广东省深圳市南山区科技南十二路007号九洲电器大厦二楼东北楼,广东省,"8,783,032,247.0400",914403007152708132
300241.SZ,瑞丰光电,龚伟斌,个人,深圳市瑞丰光电子股份有限公司,广东省深圳市光明新区公明办事处田寮社区第十工业区1栋六楼,广东省,"4,455,317,953.3800",914403007152666039
002301.SZ,齐心集团,陈钦鹏,个人,深圳齐心集团股份有限公司,广东省深圳市福田区福虹路世贸广场A幢17楼05-06号,广东省,"5,343,666,320.7200",914403007152637013
002402.SZ,和而泰,刘建伟,个人,深圳和而泰智能控制股份有限公司,广东省深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼1010-1011,广东省,"17,037,275,537.9200",91440300715263680J
002161.SZ,远望谷,"陈光珠,徐玉锁",个人,深圳市远望谷信息技术股份有限公司,"广东省深圳市南山区粤海街道高新南十道63号高新区联合总部大厦27,28楼",广东省,"3,728,377,296.0000",914403007152568356
300638.SZ,广和通,张天瑜,个人,深圳市广和通无线股份有限公司,广东省深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷六栋A座1101,广东省,"16,422,731,111.1600",9144030071524640XY
300771.SZ,智莱科技,干德义,个人,深圳市智莱科技股份有限公司,广东省深圳市光明区马田街道合水口社区建设西路120号507,广东省,"2,617,600,000.0000",91440300715246397E
300277.SZ,海联讯,杭州市人民政府,地方政府,深圳海联讯科技股份有限公司,广东省深圳市南山区深南大道市高新技术园R2厂房B区3a层,广东省,"2,589,550,000.0000",914403007152459096
002548.SZ,金新农,,,深圳市金新农科技股份有限公司,广东省深圳市光明新区光明街道光电北路18号金新农大厦,广东省,"5,194,386,013.9200",91440300715245167Q
002215.SZ,诺普信,"卢柏强,卢翠冬,卢翠珠,卢丽红,卢叙安",个人,深圳诺普信农化股份有限公司,广东省深圳市宝安区西乡水库路113号,广东省,"6,158,471,733.0200",9144030071524157XP
002672.SZ,东江环保,广东省人民政府国有资产监督管理委员会,地方国资委,东江环保股份有限公司,"广东省深圳市南山区高新区北区朗山路9号东江环保大楼1楼,3楼,8楼北面,9-12楼",广东省,"4,910,107,022.4600",91440300715234767U
002830.SZ,名雕股份,"蓝继晓,林金成,彭旭文",个人,深圳市名雕装饰股份有限公司,广东省深圳市罗湖区笋岗街道梨园路8号HALO广场(笋岗3号仓库整栋)3层15-16室,广东省,"1,532,076,600.0000",914403007152286075
000070.SZ,特发信息,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市特发信息股份有限公司,广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,广东省,"4,763,426,090.1600",914403007152216326
003028.SZ,振邦智能,"陈玮钰,陈志杰,唐娟",个人,深圳市振邦智能科技股份有限公司,广东省深圳市光明区玉塘街道根玉路与南明路交汇处华宏信通工业园4栋1-6楼,广东省,"3,751,897,344.0000",9144030071521706XE
002168.SZ,惠程科技,重庆市璧山区财政局,地方政府,深圳市惠程信息科技股份有限公司,"广东省深圳市坪山新区大工业区兰景路以东,锦绣路以南惠程科技工业厂区",广东省,"2,854,869,262.0800",914403007152119019
000999.SZ,华润三九,国务院国有资产监督管理委员会,国资委,华润三九医药股份有限公司,广东省深圳市龙华区观湖街道观澜高新园区观清路1号,广东省,"35,631,960,000.0000",914403007109245909
002938.SZ,鹏鼎控股,,,鹏鼎控股(深圳)股份有限公司,广东省深圳市宝安区燕罗街道燕川社区松罗路鹏鼎园区厂房A1栋至A3栋,广东省,"69,783,563,028.9600",9144030070855050X9
603808.SH,歌力思,"胡咏梅,夏国新",个人,深圳歌力思服饰股份有限公司,广东省深圳市福田区车公庙天安创新科技广场A栋1901-1905,广东省,"4,576,751,687.2000",91440300708497366U
002436.SZ,兴森科技,邱醒亚,个人,深圳市兴森快捷电路科技股份有限公司,广东省深圳市南山区粤海街道沙河西路与白石路交汇处深圳湾科技生态园一区2栋A座8-9层,广东省,"15,995,256,121.5000",914403007084880569
002008.SZ,大族激光,高云峰,个人,大族激光科技产业集团股份有限公司,广东省深圳市南山区深南大道9988号,广东省,"43,752,288,444.8000",91440300708485648T
000096.SZ,广聚能源,深圳市南山区人民政府国有资产监督管理委员会,地方国资委,深圳市广聚能源股份有限公司,广东省深圳市南山区海德三道天利中央商务广场22楼,广东省,"4,356,000,000.0000",91440300708483247J
002316.SZ,亚联发展,王永彬,个人,深圳亚联发展科技股份有限公司,广东省深圳市南山区粤海街道高新区社区科技南一路28号达实大厦1902,广东省,"2,067,811,200.0000",91440300708474420M
300760.SZ,迈瑞医疗,"李西廷,徐航",境外,深圳迈瑞生物医疗电子股份有限公司,广东省深圳市南山区高新技术产业园区科技南十二路迈瑞大厦1-4层,广东省,"373,686,562,044.7400",914403007084678371
603118.SH,共进股份,,,深圳市共进电子股份有限公司,广东省深圳市坪山区坑梓街道丹梓北路2号,广东省,"6,384,594,655.9200",91440300708463684L
300085.SZ,银之杰,"陈向军,李军,张学君",个人,深圳市银之杰科技股份有限公司,广东省深圳市福田区沙头街道天安社区泰然五路天安数码城天祥大厦10A-1,广东省,"8,861,272,308.9000",91440300708458455M
002294.SZ,信立泰,"陈志明,廖清清,叶澄海",个人,深圳信立泰药业股份有限公司,广东省深圳市福田区深南大道6009号车公庙绿景广场主楼37层,广东省,"26,086,706,919.0000",91440300708453259J
600446.SH,金证股份,,,深圳市金证科技股份有限公司,广东省深圳市南山区高新南五道金证科技大楼8-9层,广东省,"13,344,539,994.9000",91440300708447860Y
300042.SZ,朗科科技,,,深圳市朗科科技股份有限公司,"广东省深圳市南山区高新区南区高新南六道10号朗科大厦16,18,19层",广东省,"2,641,272,000.0000",91440300708442322G
002972.SZ,科安达,"郭丰明,张帆",个人,深圳科安达电子科技股份有限公司,广东省深圳市福田区深南大道1006号深圳国际创新中心C栋14层,广东省,"2,888,121,600.0000",91440300708434226X
002210.SZ,飞马国际,黄壮勉,个人,深圳市飞马国际供应链股份有限公司,广东省深圳市南山区南头街道大新路198号马家龙创新大厦A栋601,广东省,"7,983,698,322.0000",914403007084294519
002130.SZ,沃尔核材,,,深圳市沃尔核材股份有限公司,广东省深圳市坪山区龙田街道兰景北路沃尔工业园,广东省,"8,164,142,681.7600",91440300708421097F
002416.SZ,爱施德,黄绍武,个人,深圳市爱施德股份有限公司,广东省深圳市福田区泰然大道东泰然劲松大厦20F,广东省,"11,091,572,163.7000",91440300708415957K
002137.SZ,实益达,"陈亚妹,乔昕",个人,深圳市实益达科技股份有限公司,广东省深圳市龙岗区宝龙工业城宝龙六路实益达科技园,广东省,"3,101,201,065.9800",914403007084140579
002797.SZ,第一创业,,,第一创业证券股份有限公司,广东省深圳市福田区福华一路115号投行大厦20楼,广东省,"25,046,304,000.0000",91440300707743879G
300889.SZ,爱克股份,谢明武,个人,深圳爱克莱特科技股份有限公司,广东省深圳市宝安区松岗街道松岗大道11号健仓科技园一栋,广东省,"2,567,760,000.0000",91440300693965699Q
300811.SZ,铂科新材,杜江华,个人,深圳市铂科新材料股份有限公司,广东省深圳市南山区北环路南头第五工业区2栋3层301-306室,广东省,"7,309,440,000.0000",9144030069395982X0
300890.SZ,翔丰华,"钟英浩,周鹏伟",个人,深圳市翔丰华科技股份有限公司,广东省深圳市龙华新区龙华街道清祥路1号宝能科技园9栋C座20楼J单元,广东省,"5,165,000,000.0000",91440300689414114W
300940.SZ,南极光,"姜发明,潘连兴",个人,深圳市南极光电子科技股份有限公司,广东省深圳市宝安区沙井街道共和社区新和路沙一北方永发科技园5栋一层至四层,广东省,"3,403,554,388.0800",91440300683778347J
002816.SZ,和科达,金文明,个人,深圳市和科达精密清洗设备股份有限公司,广东省深圳市龙华区大浪街道浪口社区华荣路294号和科达工业园2栋1层-3层,广东省,"1,808,000,000.0000",91440300683766012Q
002823.SZ,凯中精密,"吴瑛,张浩宇",境外;个人,深圳市凯中精密技术股份有限公司,广东省深圳市坪山区龙田街道规划四路1号,广东省,"2,799,155,814.0000",91440300682020833Q
688575.SH,亚辉龙,胡鹍辉,个人,深圳市亚辉龙生物科技股份有限公司,广东省深圳市龙岗区宝龙街道宝龙二路亚辉龙生物科技厂区1栋,广东省,"19,059,300,000.0000",91440300680376756U
300989.SZ,蕾奥规划,王富海,个人,深圳市蕾奥规划设计咨询股份有限公司,广东省深圳市福田区莲花街道景华社区景田综合市场A座406,广东省,"2,302,200,000.0000",914403006748035555
301038.SZ,深水规院,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市水务规划设计院股份有限公司,广东省深圳市龙华区民治街道龙塘社区星河传奇花园三期商厦1栋C座1110,广东省,"3,564,000,000.0000",91440300672999996A
688559.SH,海目星,赵盛宇,个人,深圳市海目星激光智能装备股份有限公司,广东省深圳市龙华区观澜街道君子布社区环观南路26号101,广东省,"9,938,000,000.0000",914403006729969713
301086.SZ,鸿富瀚,"丘晓霞,张定武",个人,深圳市鸿富瀚科技股份有限公司,广东省深圳市龙岗区园山街道龙岗大道8288号大运软件小镇27栋5层511,广东省,"3,996,600,000.0000",91440300671880010T
301091.SZ,深城交,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市城市交通规划设计研究中心股份有限公司,广东省深圳市龙华区民治街道龙塘社区星河传奇花园三期商厦1栋C座1210,广东省,"5,083,200,000.0000",91440300671877217N
300533.SZ,冰川网络,刘和国,个人,深圳冰川网络股份有限公司,"广东省深圳市南山区科技中二路1号深圳软件园(2期)9栋601,602室",广东省,"2,591,317,812.0000",91440300671868185H
688389.SH,普门科技,刘先成,个人,深圳普门科技股份有限公司,广东省深圳市龙华区观湖街道观城社区求知东路8号金地天悦湾1层,广东省,"7,274,506,000.0000",91440300671851383C
300731.SZ,科创新源,周东,个人,深圳科创新源新材料股份有限公司,"广东省深圳市光明区新湖街道同富裕工业园富川科技工业园2号,3号厂房",广东省,"2,626,854,447.0000",914403006700230760
002867.SZ,周大生,"周华珍,周宗文",个人,周大生珠宝股份有限公司,广东省深圳市罗湖区翠竹街道布心路3033号水贝壹号A座19-23楼,广东省,"16,463,119,151.7400",914403006685020514
300693.SZ,盛弘股份,方兴,个人,深圳市盛弘电气股份有限公司,广东省深圳市南山区西丽街道松白路1002号百旺信高科技工业园2区6栋,广东省,"6,312,221,409.7500",914403006670956180
300675.SZ,建科院,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市建筑科学研究院股份有限公司,广东省深圳市福田区梅林梅坳三路29号建科大楼,广东省,"2,780,800,632.0000",91440300665899831W
300752.SZ,隆利科技,"吕小霞,吴新理",个人,深圳市隆利科技股份有限公司,"广东省深圳市龙华区大浪街道高峰社区鹊山路光浩工业园G栋3层,4层",广东省,"4,571,181,307.9800",91440300665865164D
002763.SZ,汇洁股份,,,深圳汇洁集团股份有限公司,广东省深圳市福田区华富街道新田社区深南大道1006号深圳国际创新中心(福田科技广场)A栋三,广东省,"3,554,916,750.0000",914403006658540006
300942.SZ,易瑞生物,"王金玉,朱海",个人,深圳市易瑞生物技术股份有限公司,广东省深圳市宝安区新安街道兴东社区留仙一路易瑞生物大厦101(整栋),广东省,"15,817,935,600.0000",914403006641998843
688112.SH,鼎阳科技,"秦轲,邵海涛,赵亚锋",个人,深圳市鼎阳科技股份有限公司,"广东省深圳市宝安区新安街道兴东社区68区安通达工业厂区4栋厂房3层,5栋办公楼1-3层",广东省,"6,342,401,982.0000",91440300662687585F
300724.SZ,捷佳伟创,"梁美珍,余仲,左国军",个人,深圳市捷佳伟创新能源装备股份有限公司,广东省深圳市坪山区龙田街道竹坑社区金牛东路62号一层至六层,广东省,"26,298,441,198.4500",91440300662677723N
002876.SZ,三利谱,张建军,个人,深圳市三利谱光电科技股份有限公司,广东省深圳市光明新区公明办事处楼村社区第二工业区同富一路5号第1-9栋,广东省,"7,007,562,759.6000",91440300661021378W
603063.SH,禾望电气,韩玉,个人,深圳市禾望电气股份有限公司,"广东省深圳市福田区沙头街道天安社区滨河路与香蜜湖路交汇处天,安创新科技广场(二期)六层西座609室",广东省,"18,621,117,950.0000",91440300661011911B
002681.SZ,奋达科技,肖奋,个人,深圳市奋达科技股份有限公司,广东省深圳市宝安区石岩洲石路奋达科技园,广东省,"6,605,296,784.4000",91440300619290232U
002227.SZ,奥特迅,廖晓霞,境外,深圳奥特迅电力设备股份有限公司,广东省深圳市南山区高新技术产业园北区松坪山路3号奥特迅电力大厦,广东省,"3,380,076,158.8000",91440300618932504U
688138.SH,清溢光电,"唐英敏,唐英年",境外,深圳清溢光电股份有限公司,广东省深圳市南山区朗山二路北清溢光电大楼,广东省,"4,327,496,000.0000",91440300618928804G
002191.SZ,劲嘉股份,乔鲁予,个人,深圳劲嘉集团股份有限公司,广东省深圳市南山区高新产业园区科技中二路劲嘉科技大厦18-19层,广东省,"20,695,387,828.5000",91440300618921880R
301039.SZ,中集车辆,,,中集车辆(集团)股份有限公司,广东省深圳市南山区蛇口港湾大道2号,广东省,"14,129,769,600.0000",91440300618919879N
300870.SZ,欧陆通,"尚韵思,王合球,王玉琳,王越飞,王越天",个人,深圳欧陆通电子股份有限公司,"广东省深圳市宝安区西乡街道固戍二路星辉工业厂区厂房一,二,三(星辉科技园A,B,C栋)",广东省,"5,391,029,800.0000",914403006189162804
002256.SZ,兆新股份,"陈永弟,沈少玲",个人,深圳市兆新能源股份有限公司,广东省深圳市罗湖区笋岗街道笋西社区梨园路8号HALO广场一期五层,广东省,"6,739,034,501.7600",9144030061890815XU
002243.SZ,力合科创,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市力合科创股份有限公司,广东省深圳市龙岗区龙岗大道(坪地段)1001号,广东省,"12,929,253,058.9200",914403006188988448
603978.SH,深圳新星,陈学敏,个人,深圳市新星轻合金材料股份有限公司,广东省深圳市宝安区观光路公明镇高新技术产业园新星厂区A栋,广东省,"3,941,062,555.0000",91440300618888515F
300112.SZ,万讯自控,傅宇晨,个人,深圳万讯自控股份有限公司,广东省深圳市南山区高新技术产业园北区三号路万讯自控大楼1-6层,广东省,"2,717,759,136.3900",9144030061888635X4
002421.SZ,达实智能,刘磅,个人,深圳达实智能股份有限公司,广东省深圳市南山区高新技术村W1栋A座五楼,广东省,"6,458,590,081.4400",914403006188861815
002047.SZ,宝鹰股份,珠海市人民政府国有资产监督管理委员会,地方国资委,深圳市宝鹰建设控股集团股份有限公司,广东省深圳市南山区沙河街道华侨城东部工业区F1栋107号,广东省,"4,912,645,765.3200",91440300618884987N
002327.SZ,富安娜,"陈国红,林国芳",个人,深圳市富安娜家居用品股份有限公司,广东省深圳市南山区创业南南油大道西路自行车加工厂1栋,广东省,"6,478,075,000.8700",91440300618881268A
600380.SH,健康元,朱保国,个人,健康元药业集团股份有限公司,广东省深圳市南山区高新区北区郎山路17号健康元药业集团大厦,广东省,"22,663,807,547.0400",91440300618874367T
000021.SZ,深科技,国务院国有资产监督管理委员会,国资委,深圳长城开发科技股份有限公司,广东省深圳市福田区彩田路7006号,广东省,"17,993,574,889.6400",91440300618873567Y
002980.SZ,华盛昌,袁剑敏,个人,深圳市华盛昌科技实业股份有限公司,"广东省深圳市南山区西丽街道阳光社区松白路1002号百旺信工业园19栋101-501,21栋",广东省,"4,982,669,158.0000",91440300618871772D
000039.SZ,中集集团,,,中国国际海运集装箱(集团)股份有限公司,广东省深圳市南山区蛇口港湾大道2号中集集团研发中心8楼,广东省,"21,860,132,438.4000",91440300618869509J
603228.SH,景旺电子,"黄小芬,卓军",境外;个人,深圳市景旺电子股份有限公司,广东省深圳市宝安区西乡街道铁岗水库路166号,广东省,"22,569,323,661.5000",914403006188681436
002285.SZ,世联行,珠海市横琴新区国有资产监督管理委员会,地方国资委,深圳世联行集团股份有限公司,广东省深圳市罗湖区深南东路2028号罗湖商务中心12楼,广东省,"6,487,117,239.6800",91440300618867554R
300047.SZ,天源迪科,,,深圳天源迪科信息技术股份有限公司,广东省深圳市福田区福保街道福保社区广兰道6号顺仓物流中心三层深装总大厦A座309,广东省,"5,567,510,986.5600",914403006188564330
000038.SZ,深大通,姜剑,个人,深圳大通实业股份有限公司,广东省深圳市南山区科苑中路15号科兴科学园B2栋302室,广东省,"4,584,757,964.6300",91440300618850293F
000005.SZ,ST星源,"丁芃,郑列列",个人,深圳世纪星源股份有限公司,广东省深圳市罗湖区深南东路2017号华乐大厦3楼,广东省,"2,244,098,105.0400",914403006188470942
002419.SZ,天虹股份,国务院国有资产监督管理委员会,国资委,天虹数科商业股份有限公司,"广东省深圳市南山区中心路3019号天虹大厦9-14楼,17-20楼",广东省,"7,211,790,617.5000",91440300618842912J
002620.SZ,瑞和股份,李介平,个人,深圳瑞和建筑装饰股份有限公司,广东省深圳市罗湖区深南东路3027号瑞和大厦,广东省,"2,719,919,480.0000",914403006188425849
000012.SZ,南玻A,,,中国南玻集团股份有限公司,广东省深圳市南山区蛇口工业六路一号南玻大厦,广东省,"14,945,281,618.1400",914403006188385775
300601.SZ,康泰生物,杜伟民,个人,深圳康泰生物制品股份有限公司,广东省深圳市南山区科技工业园科发路6号,广东省,"52,901,589,279.0000",91440300618837873J
002106.SZ,莱宝高科,国务院国有资产监督管理委员会,国资委,深圳莱宝高科技股份有限公司,广东省深圳市南山区西丽街道高新北二道29号,广东省,"6,500,566,833.6000",91440300618833987Q
001872.SZ,招商港口,国务院国有资产监督管理委员会,国资委,招商局港口集团股份有限公司,广东省深圳市南山区招商街道工业三路一号招商局港口大厦23-25楼,广东省,"27,775,068,778.9600",91440300618832968J
000006.SZ,深振业A,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市振业(集团)股份有限公司,广东省深圳市罗湖区桂园街道宝安南路2014号振业大厦A座31层,广东省,"5,588,979,490.4400",91440300618831041G
000017.SZ,深中华A,,,深圳中华自行车(集团)股份有限公司,广东省深圳市罗湖区布心路3008号,广东省,"1,105,895,122.2500",914403006188304524
000020.SZ,深华发A,李中秋,个人,深圳中恒华发股份有限公司,广东省深圳市福田区华发北路411栋,广东省,"1,608,748,672.0800",91440300618830372G
002105.SZ,信隆健康,廖学金,个人,深圳信隆健康产业发展股份有限公司,广东省深圳市宝安区松岗街道办碧头第三工业区,广东省,"3,158,045,000.0000",914403006188220739
002055.SZ,得润电子,"邱建民,邱为民",个人,深圳市得润电子股份有限公司,广东省深圳市光明区凤凰街道汇通路269号得润电子工业园,广东省,"7,229,700,603.3200",914403006188203260
000016.SZ,深康佳A,国务院国有资产监督管理委员会,国资委,康佳集团股份有限公司,广东省深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,广东省,"8,142,628,380.0000",914403006188155783
000037.SZ,深南电A,,,深圳南山热电股份有限公司,广东省深圳市南山区月亮湾大道2097号,广东省,"2,230,015,627.0000",91440300618815121H
002356.SZ,*ST赫美,,,深圳赫美集团股份有限公司,广东省深圳市坪山新区金牛西路16号华瀚科技工业园2号厂房218A,广东省,"5,258,130,629.2100",914403006188138042
000014.SZ,沙河股份,深圳市人民政府国有资产监督管理委员会,地方国资委,沙河实业股份有限公司,广东省深圳市南山区白石路2222号沙河世纪楼,广东省,"1,785,090,904.9500",914403006188016784
688312.SH,燕麦科技,"刘燕,张国峰",个人,深圳市燕麦科技股份有限公司,广东省深圳市南山区南头街道桃园路北侧田厦翡翠明珠花园3栋1705A,广东省,"3,139,760,670.6400",914403005918717714
301021.SZ,英诺激光,赵晓杰,境外,英诺激光科技股份有限公司,广东省深圳市南山区科技园北区朗山二路8号清溢光电大楼305(办公场所),广东省,"4,582,714,378.0400",91440300585615966X
301002.SZ,崧盛股份,"田年斌,王宗友",个人,深圳市崧盛电子股份有限公司,广东省深圳市宝安区沙井街道共和第四工业区A3栋厂房,广东省,"3,615,390,000.0000",914403005788341837
301067.SZ,显盈科技,林涓,个人,深圳市显盈科技股份有限公司,"广东省深圳市宝安区燕罗街道燕川社区红湖东路西侧嘉达工业园7栋厂房101(1-4层,6-8层)",广东省,"2,252,634,000.0000",91440300578820507D
300676.SZ,华大基因,汪建,个人,深圳华大基因股份有限公司,广东省深圳市盐田区洪安三街21号华大综合园7栋7-14层,广东省,"40,696,056,434.0000",914403005586967563
300822.SZ,贝仕达克,"李清文,肖萍",个人,深圳贝仕达克技术股份有限公司,"广东省深圳市龙岗区龙岗街道龙西社区学园路第三工业区22栋,23栋,34栋,37栋",广东省,"3,006,493,950.0000",9144030055544959XA
300977.SZ,深圳瑞捷,"范文宏,黄新华",个人,深圳瑞捷工程咨询股份有限公司,"广东省深圳市龙岗区坂田街道雅宝路1号A栋A3101,A3103,A3108号",广东省,"3,159,105,180.0000",91440300553899896Q
301177.SZ,迪阿股份,"卢依雯,张国涛",个人,迪阿股份有限公司,广东省深圳市罗湖区清水河街道清水河社区清水河一路112号罗湖投资控股大厦裙楼306单元,广东省,"35,844,896,100.0000",914403005538802391
300815.SZ,玉禾田,"周梦晨,周平",个人,玉禾田环境发展集团股份有限公司,安徽省安庆市岳西县天馨大道筑梦小镇电商产业园5号楼,安徽省,"6,836,960,000.0000",91440300553876133C
601138.SH,工业富联,,,富士康工业互联网股份有限公司,广东省深圳市龙华区龙华街道东环二路二号富士康科技园C1栋二层,广东省,"202,226,417,089.3800",914403003296132911
300178.SZ,*ST腾邦,钟百胜,境外,腾邦国际商业服务集团股份有限公司,广东省深圳市福田区保税区桃花路腾邦物流大厦5楼,广东省,"801,460,780.9000",9144030027954563XA
002399.SZ,海普瑞,"李锂,李坦",个人,深圳市海普瑞药业集团股份有限公司,广东省深圳市南山区松坪山郎山路21号,广东省,"18,795,329,679.2800",91440300279544901A
000089.SZ,深圳机场,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市机场股份有限公司,广东省深圳市宝安区宝安机场T3商务区配套写字楼A栋,广东省,"13,986,248,051.3800",9144030027954141X0
002551.SZ,尚荣医疗,梁桂秋,个人,深圳市尚荣医疗股份有限公司,广东省深圳市龙岗区宝龙工业城宝龙五路2号尚荣科技工业园1号厂房2楼,广东省,"4,299,450,818.7100",91440300279534922P
300778.SZ,新城市,"张春杰,张汉荫",个人,深圳市新城市规划建筑设计股份有限公司,广东省深圳市龙岗区中心城清林中路39号新城市大厦10楼,广东省,"2,353,750,000.0000",914403002795212083
002052.SZ,ST同洲,袁明,个人,深圳市同洲电子股份有限公司,广东省深圳市南山区粤海街道科技园社区科苑路8号讯美科技广场1号楼2701,广东省,"1,350,187,046.1400",91440300279484603U
002917.SZ,金奥博,"明刚,明景谷",个人,深圳市金奥博科技股份有限公司,广东省深圳市南山区粤海街道滨海社区高新南十道63号高新区联合总部大厦33层,广东省,"3,646,472,926.5300",91440300279482691G
300207.SZ,欣旺达,"王明旺,王威",个人,欣旺达电子股份有限公司,"广东省深圳市宝安区石岩街道石龙社区颐和路2号综合楼1楼,2楼A-B区,2楼D区-9楼",广东省,"46,979,102,353.0800",91440300279446850J
300317.SZ,珈伟新能,"丁蓓,丁孔贤,李雳",境外;个人,珈伟新能源股份有限公司,"广东省深圳市龙岗区坪地街中心社区新发工业区1,2,3,4号",广东省,"5,316,630,929.2500",91440300279428417C
002583.SZ,海能达,陈清州,个人,海能达通信股份有限公司,广东省深圳市南山区高新区北区北环路9108号海能达大厦,广东省,"9,570,739,971.5700",91440300279422189D
300235.SZ,方直科技,黄元忠,个人,深圳市方直科技股份有限公司,广东省深圳市南山区南头街道马家龙社区大新路198号创新大厦B栋901,广东省,"2,166,699,371.9000",91440300279416467B
002609.SZ,捷顺科技,"刘翠英,唐健",个人,深圳市捷顺科技实业股份有限公司,广东省深圳市龙华区观湖街道鹭湖社区观盛二路5号捷顺科技中心,广东省,"5,779,073,854.9000",914403002794141894
300602.SZ,飞荣达,"黄峥,马飞,马军",个人,深圳市飞荣达科技股份有限公司,"广东省深圳市光明区玉塘街道田寮社区南光高速东侧,环玉路南侧飞荣达大厦1栋,2栋,3栋",广东省,"8,152,468,265.4000",914403002794071819
002197.SZ,证通电子,"曾胜强,许忠桂",个人,深圳市证通电子股份有限公司,广东省深圳市光明区玉塘街道田寮社区同观大道3号证通电子产业园二期-101,广东省,"7,839,270,961.2800",91440300279402305L
000063.SZ,中兴通讯,,,中兴通讯股份有限公司,广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,广东省,"95,666,469,052.2600",9144030027939873X7
002183.SZ,怡亚通,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市怡亚通供应链股份有限公司,广东省深圳市宝安区新安街道海旺社区N26区海秀路2021号荣超滨海大厦A座2111,广东省,"12,777,284,727.7200",91440300279398406U
002766.SZ,*ST索菱,许培锋,个人,深圳市索菱实业股份有限公司,广东省深圳市南山区南头街道安乐社区关口二路15号智恒产业园19栋2层,广东省,"3,146,284,944.4400",9144030027939160XU
000069.SZ,华侨城A,国务院国有资产监督管理委员会,国资委,深圳华侨城股份有限公司,"广东省深圳市南山区华侨城指挥部大楼103,105,107,111,112室",广东省,"52,081,391,360.2500",91440300279374105B
000088.SZ,盐田港,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市盐田港股份有限公司,广东省深圳市盐田区盐田港海港大厦十七层--二十层,广东省,"11,538,199,762.1100",914403002793630194
000066.SZ,中国长城,国务院国有资产监督管理委员会,国资委,中国长城科技集团股份有限公司,广东省深圳市南山区科技园长城计算机大厦,广东省,"39,161,200,916.1800",91440300279351261M
000068.SZ,华控赛格,山西省国有资本运营有限公司,地方国有企业,深圳华控赛格股份有限公司,广东省深圳市龙岗区大工业区兰竹大道以北CH3主厂房,广东省,"2,939,480,674.8800",914403002793464898
